Name,Association,Class,Rarity,Level,Chibi,Health,Armor,Reload,Luck,Firepower,Torpedo,Evasion,Speed,AntiAir,Aviation,OilConsumption,Accuracy,AntiSubmarine
Hibiki,Sakura Empire,Destroyer,Elite,Base Stats,/w/images/b/b6/HibikiChibi.png,290,Light,79,88,12,101,72,45,29,0,2,65,48
Hamakaze,Sakura Empire,Destroyer,Rare,Level 100,/w/images/9/9b/HamakazeChibi.png,1736,Light,175,58,56,466,185,42,130,0,8,175,168
Ikazuchi,Sakura Empire,Destroyer,Rare,Level 120,/w/images/d/d3/IkazuchiChibi.png,1747,Light,210,52,60,493,194,45,150,0,8,178,170
Marblehead,Eagle Union,Light Cruiser,Rare,Level 100,/w/images/f/f0/MarbleheadChibi.png,2921,Light,161,55,118,213,79,35,251,0,9,135,72
Ikazuchi,Sakura Empire,Destroyer,Rare,Level 100,/w/images/d/d3/IkazuchiChibi.png,1456,Light,183,52,52,448,188,45,130,0,8,170,152
Hamakaze,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/9/9b/HamakazeChibi.png,336,Light,74,58,12,99,71,42,28,0,2,67,46
Ikazuchi,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/d/d3/IkazuchiChibi.png,282,Light,77,52,11,95,72,45,28,0,2,65,41
Akagi-chan,Sakura Empire,Aircraft Carrier,Elite,Level 120,/w/images/5/59/Akagi-chanChibi.png,6250,Medium,124,42,0,0,54,31,311,394,12,90,0
Inazuma,Sakura Empire,Destroyer,Rare,Level 120,/w/images/4/46/InazumaChibi.png,1747,Light,210,57,60,493,194,45,150,0,8,178,170
Tanikaze,Sakura Empire,Destroyer,Rare,Level 120 Retrofit,/w/images/f/f2/TanikazeChibi.png,2143,Light,196,52,75,572,211,45,154,0,8,184,165
Inazuma,Sakura Empire,Destroyer,Rare,Level 100,/w/images/4/46/InazumaChibi.png,1456,Light,183,57,52,448,188,45,130,0,8,170,152
Gascogne (Muse),Vichya Dominion,Battleship,Super Rare,Level 120,/w/images/c/c5/Gascogne_%28Muse%29Chibi.png,7851,Heavy,168,0,429,0,37,32,237,0,15,71,0
Inazuma,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/4/46/InazumaChibi.png,282,Light,77,57,11,95,72,45,28,0,2,65,41
Tanikaze,Sakura Empire,Destroyer,Rare,Level 120,/w/images/f/f2/TanikazeChibi.png,2083,Light,196,52,65,512,191,42,154,0,8,184,165
Shiratsuyu,Sakura Empire,Destroyer,Rare,Level 120,/w/images/d/d7/ShiratsuyuChibi.png,1712,Light,196,41,65,509,190,40,150,0,8,182,165
Akagi-chan,Sakura Empire,Aircraft Carrier,Elite,Level 100,/w/images/5/59/Akagi-chanChibi.png,5571,Medium,108,42,0,0,33,31,274,353,12,80,0
Shiratsuyu,Sakura Empire,Destroyer,Rare,Level 100,/w/images/d/d7/ShiratsuyuChibi.png,1427,Light,171,41,56,463,184,40,130,0,8,174,147
Tanikaze,Sakura Empire,Destroyer,Rare,Level 100 Retrofit,/w/images/f/f2/TanikazeChibi.png,1796,Light,171,52,66,526,205,45,134,0,8,175,147
Shiratsuyu,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/d/d7/ShiratsuyuChibi.png,276,Light,72,41,12,98,71,40,28,0,2,67,40
Gangut,North Union,Battleship,Elite,Level 120,/w/images/8/8f/GangutChibi.png,6491,Heavy,150,85,324,0,34,24,174,0,14,61,0
Yuudachi,Sakura Empire,Destroyer,Super Rare,Level 120,/w/images/c/c3/YuudachiChibi.png,1828,Light,226,32,70,545,190,40,157,0,10,191,200
Tanikaze,Sakura Empire,Destroyer,Rare,Level 100,/w/images/f/f2/TanikazeChibi.png,1736,Light,171,52,56,466,185,42,134,0,8,175,147
Yuudachi,Sakura Empire,Destroyer,Super Rare,Level 100,/w/images/c/c3/YuudachiChibi.png,1524,Light,197,32,61,495,184,40,136,0,10,182,180
Akagi-chan,Sakura Empire,Aircraft Carrier,Elite,Base Stats,/w/images/5/59/Akagi-chanChibi.png,1077,Medium,46,42,0,0,13,31,59,75,4,31,0
Yuudachi,Sakura Empire,Destroyer,Super Rare,Base Stats,/w/images/c/c3/YuudachiChibi.png,295,Light,83,32,13,105,71,40,29,0,3,70,49
Tanikaze,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/f/f2/TanikazeChibi.png,336,Light,72,52,12,99,71,42,29,0,2,67,40
Shigure,Sakura Empire,Destroyer,Elite,Level 120 Retrofit,/w/images/8/88/ShigureChibi.png,1928,Light,212,84,85,589,210,40,150,0,9,182,201
Gascogne (Muse),Vichya Dominion,Battleship,Super Rare,Level 100,/w/images/c/c5/Gascogne_%28Muse%29Chibi.png,6887,Heavy,146,0,387,0,26,32,206,0,15,63,0
Shigure,Sakura Empire,Destroyer,Elite,Level 120,/w/images/8/88/ShigureChibi.png,1763,Light,212,84,65,524,190,40,150,0,9,182,181
Mikasa,Sakura Empire,Battleship,Super Rare,Level 120,/w/images/3/3a/MikasaChibi.png,5372,Heavy,163,95,334,0,25,18,172,0,14,72,0
Shigure,Sakura Empire,Destroyer,Elite,Level 100 Retrofit,/w/images/8/88/ShigureChibi.png,1634,Light,184,84,77,542,204,40,131,0,9,174,182
Zeppy,Ironblood,Aircraft Carrier,Elite,Level 120,/w/images/a/a3/ZeppyChibi.png,6983,Medium,110,45,174,0,56,33,307,376,12,85,0
Shigure,Sakura Empire,Destroyer,Elite,Level 100,/w/images/8/88/ShigureChibi.png,1469,Light,184,84,57,477,184,40,131,0,9,174,162
Mikasa,Sakura Empire,Battleship,Super Rare,Level 100,/w/images/3/3a/MikasaChibi.png,4572,Heavy,142,95,296,0,8,18,150,0,14,57,0
Shigure,Sakura Empire,Destroyer,Elite,Base Stats,/w/images/8/88/ShigureChibi.png,284,Light,78,84,12,101,71,40,28,0,2,67,44
Richelieu,Iris Libre,Battleship,Unreleased,Base Stats,,,,,,,,,,,,,,
Yukikaze,Sakura Empire,Destroyer,Super Rare,Level 120,/w/images/b/b4/YukikazeChibi.png,2226,Light,223,93,68,526,192,42,161,0,10,195,210
Mikasa,Sakura Empire,Battleship,Super Rare,Base Stats,/w/images/3/3a/MikasaChibi.png,884,Heavy,60,95,63,0,3,18,32,0,5,22,0
Yukikaze,Sakura Empire,Destroyer,Super Rare,Level 100,/w/images/b/b4/YukikazeChibi.png,1855,Light,194,93,59,478,186,42,140,0,10,186,190
Zeppy,Ironblood,Aircraft Carrier,Elite,Level 100,/w/images/a/a3/ZeppyChibi.png,6348,Medium,96,45,152,0,41,33,270,335,12,76,0
Yukikaze,Sakura Empire,Destroyer,Super Rare,Base Stats,/w/images/b/b4/YukikazeChibi.png,359,Light,82,93,13,101,71,42,30,0,3,71,52
Agano,Sakura Empire,Light Cruiser,Elite,Level 120,/w/images/3/33/AganoChibi.png,3159,Light,168,21,148,353,104,35,323,0,10,148,79
Kagerou,Sakura Empire,Destroyer,Rare,Level 120 Retrofit,/w/images/8/8e/KagerouChibi.png,2050,Light,221,25,75,552,192,45,150,0,8,184,209
Gascogne (Muse),Vichya Dominion,Battleship,Super Rare,Base Stats,/w/images/c/c5/Gascogne_%28Muse%29Chibi.png,1332,Heavy,62,0,82,0,10,32,44,0,5,24,0
Kagerou,Sakura Empire,Destroyer,Rare,Level 120,/w/images/8/8e/KagerouChibi.png,1885,Light,201,25,65,512,192,42,150,0,8,184,189
Agano,Sakura Empire,Light Cruiser,Elite,Level 100,/w/images/3/33/AganoChibi.png,2791,Light,146,21,129,313,76,35,285,0,10,132,69
Kagerou,Sakura Empire,Destroyer,Rare,Level 100 Retrofit,/w/images/8/8e/KagerouChibi.png,1736,Light,195,25,66,506,186,45,130,0,8,175,189
Zeppy,Ironblood,Aircraft Carrier,Elite,Base Stats,/w/images/a/a3/ZeppyChibi.png,1228,Medium,41,45,32,0,16,33,58,71,4,29,0
Kagerou,Sakura Empire,Destroyer,Rare,Level 100,/w/images/8/8e/KagerouChibi.png,1571,Light,175,25,56,466,186,42,130,0,8,175,169
Agano,Sakura Empire,Light Cruiser,Elite,Base Stats,/w/images/3/33/AganoChibi.png,540,Light,62,21,27,66,29,35,61,0,3,51,19
Kagerou,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/8/8e/KagerouChibi.png,304,Light,74,25,12,99,71,42,28,0,2,67,46
Gangut,North Union,Battleship,Elite,Level 100,/w/images/8/8f/GangutChibi.png,5596,Heavy,130,85,292,0,15,24,152,0,14,52,0
Shiranui,Sakura Empire,Destroyer,Normal,Level 120 Retrofit,/w/images/f/f3/ShiranuiChibi.png,1908,Light,196,25,73,562,212,45,145,0,7,184,173
Noshiro,Sakura Empire,Light Cruiser,Super Rare,Level 120,/w/images/1/11/NoshiroChibi.png,3278,Light,181,55,175,373,104,35,333,0,11,171,97
Shiranui,Sakura Empire,Destroyer,Normal,Level 120,/w/images/f/f3/ShiranuiChibi.png,1848,Light,196,25,63,502,192,42,145,0,7,184,173
U-556,Ironblood,Submarine,Elite,Level 120,/w/images/4/41/U-556Chibi.png,1261,Light,84,45,39,499,37,14,0,0,6,178,0
Shiranui,Sakura Empire,Destroyer,Normal,Level 100 Retrofit,/w/images/f/f3/ShiranuiChibi.png,1600,Light,171,25,65,516,206,45,126,0,7,175,155
Noshiro,Sakura Empire,Light Cruiser,Super Rare,Level 100,/w/images/1/11/NoshiroChibi.png,2896,Light,157,55,152,332,76,35,295,0,11,153,85
Shiranui,Sakura Empire,Destroyer,Normal,Level 100,/w/images/f/f3/ShiranuiChibi.png,1540,Light,171,25,55,456,186,42,126,0,7,175,155
Akagi (Muse),Sakura Empire,Aircraft Carrier,Super Rare,Level 120,/w/images/3/32/Akagi_%28Muse%29Chibi.png,6541,Medium,131,42,0,0,54,31,323,408,13,90,0
Shiranui,Sakura Empire,Destroyer,Normal,Base Stats,/w/images/f/f3/ShiranuiChibi.png,298,Light,72,25,12,97,71,42,27,0,1,67,42
Noshiro,Sakura Empire,Light Cruiser,Super Rare,Base Stats,/w/images/1/11/NoshiroChibi.png,560,Light,66,55,32,70,29,35,63,0,3,59,23
Nowaki,Sakura Empire,Destroyer,Elite,Level 120,/w/images/1/11/NowakiChibi.png,2145,Light,210,72,65,526,191,42,154,0,9,191,192
U-556,Ironblood,Submarine,Elite,Level 100,/w/images/4/41/U-556Chibi.png,1051,Light,73,45,34,454,18,14,0,0,6,159,0
Nowaki,Sakura Empire,Destroyer,Elite,Level 100,/w/images/1/11/NowakiChibi.png,1787,Light,183,72,57,478,185,42,134,0,9,182,172
Matchless,Royal Navy,Destroyer,Elite,Level 120,/w/images/9/90/MatchlessChibi.png,1683,Light,201,76,76,394,210,43,157,0,9,180,223
Nowaki,Sakura Empire,Destroyer,Elite,Base Stats,/w/images/1/11/NowakiChibi.png,346,Light,77,72,12,101,71,42,29,0,2,70,47
Marblehead,Eagle Union,Light Cruiser,Rare,Base Stats,/w/images/f/f0/MarbleheadChibi.png,565,Light,68,55,25,45,30,35,54,0,2,52,20
Hatsuharu,Sakura Empire,Destroyer,Rare,Level 120 Retrofit,/w/images/2/2c/HatsuharuChibi.png,1938,Light,196,45,59,518,212,46,175,0,8,180,189
Matchless,Royal Navy,Destroyer,Elite,Level 100,/w/images/9/90/MatchlessChibi.png,1402,Light,175,76,66,353,204,43,136,0,9,171,202
Hatsuharu,Sakura Empire,Destroyer,Rare,Level 120,/w/images/2/2c/HatsuharuChibi.png,1773,Light,196,45,59,478,192,43,145,0,8,180,189
U-556,Ironblood,Submarine,Elite,Base Stats,/w/images/4/41/U-556Chibi.png,203,Light,31,45,7,96,7,14,0,0,2,61,0
Hatsuharu,Sakura Empire,Destroyer,Rare,Level 100 Retrofit,/w/images/2/2c/HatsuharuChibi.png,1642,Light,171,45,51,475,206,46,156,0,8,171,169
Matchless,Royal Navy,Destroyer,Elite,Base Stats,/w/images/9/90/MatchlessChibi.png,271,Light,74,76,14,75,78,43,29,0,2,66,55
Hatsuharu,Sakura Empire,Destroyer,Rare,Level 100,/w/images/2/2c/HatsuharuChibi.png,1477,Light,171,45,51,435,186,43,126,0,8,171,169
Akagi (Muse),Sakura Empire,Aircraft Carrier,Super Rare,Level 100,/w/images/3/32/Akagi_%28Muse%29Chibi.png,5830,Medium,114,42,0,0,33,31,285,366,13,80,0
Hatsuharu,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/2/2c/HatsuharuChibi.png,286,Light,72,45,11,92,71,43,27,0,2,66,46
Musketeer,Royal Navy,Destroyer,Elite,Level 120,/w/images/f/f1/MusketeerChibi.png,1683,Light,201,67,76,400,210,43,156,0,9,178,223
Wakaba,Sakura Empire,Destroyer,Rare,Level 120,/w/images/7/71/WakabaChibi.png,1770,Light,196,36,59,478,192,43,145,0,8,180,189
U-73,Ironblood,Submarine,Elite,Level 120,/w/images/8/81/U-73Chibi.png,1250,Light,84,35,45,523,37,14,0,0,6,167,0
Wakaba,Sakura Empire,Destroyer,Rare,Level 100,/w/images/7/71/WakabaChibi.png,1477,Light,171,36,51,435,186,43,126,0,8,171,169
Musketeer,Royal Navy,Destroyer,Elite,Level 100,/w/images/f/f1/MusketeerChibi.png,1402,Light,175,67,66,358,204,43,136,0,9,169,202
Wakaba,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/7/71/WakabaChibi.png,286,Light,72,36,11,92,71,43,27,0,2,66,46
Gangut,North Union,Battleship,Elite,Base Stats,/w/images/8/8f/GangutChibi.png,1082,Heavy,55,85,62,0,6,24,32,0,5,20,0
Hatsushimo,Sakura Empire,Destroyer,Rare,Level 120,/w/images/a/ac/HatsushimoChibi.png,1773,Light,196,51,59,478,192,43,145,0,8,180,189
Musketeer,Royal Navy,Destroyer,Elite,Base Stats,/w/images/f/f1/MusketeerChibi.png,271,Light,74,67,14,76,78,43,29,0,2,65,55
Hatsushimo,Sakura Empire,Destroyer,Rare,Level 100,/w/images/a/ac/HatsushimoChibi.png,1477,Light,171,51,51,435,186,43,126,0,8,171,169
U-73,Ironblood,Submarine,Elite,Level 100,/w/images/8/81/U-73Chibi.png,1042,Light,73,35,39,475,18,14,0,0,6,149,0
Hatsushimo,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/a/ac/HatsushimoChibi.png,286,Light,72,51,11,92,71,43,27,0,2,66,46
Fiji,Royal Navy,Light Cruiser,Rare,Level 120,/w/images/3/34/FijiChibi.png,3586,Light,182,11,159,268,100,32,255,0,9,172,117
Ariake,Sakura Empire,Destroyer,Rare,Level 120,/w/images/9/91/AriakeChibi.png,1773,Light,196,34,59,478,192,43,145,0,8,180,189
Akagi (Muse),Sakura Empire,Aircraft Carrier,Super Rare,Base Stats,/w/images/3/32/Akagi_%28Muse%29Chibi.png,1128,Medium,48,42,0,0,13,31,61,78,4,31,0
Ariake,Sakura Empire,Destroyer,Rare,Level 100,/w/images/9/91/AriakeChibi.png,1477,Light,171,34,51,435,186,43,126,0,8,171,169
Fiji,Royal Navy,Light Cruiser,Rare,Level 100,/w/images/3/34/FijiChibi.png,3188,Light,159,11,138,235,76,32,222,0,9,153,103
Ariake,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/9/91/AriakeChibi.png,286,Light,72,34,11,92,71,43,27,0,2,66,46
U-73,Ironblood,Submarine,Elite,Base Stats,/w/images/8/81/U-73Chibi.png,202,Light,31,35,8,101,7,14,0,0,2,57,0
Yuugure,Sakura Empire,Destroyer,Rare,Level 120 Retrofit,/w/images/2/2c/YuugureChibi.png,1784,Light,196,32,59,518,213,47,175,0,8,180,189
Fiji,Royal Navy,Light Cruiser,Rare,Base Stats,/w/images/3/34/FijiChibi.png,617,Light,67,11,29,50,29,32,48,0,2,59,28
Yuugure,Sakura Empire,Destroyer,Rare,Level 120,/w/images/2/2c/YuugureChibi.png,1619,Light,196,32,59,478,193,44,145,0,8,180,189
Sovetsky Soyuz,North Union,Battleship,Unreleased,Level 100,,,,,,,,,,,,,,
Yuugure,Sakura Empire,Destroyer,Rare,Level 100 Retrofit,/w/images/2/2c/YuugureChibi.png,1515,Light,171,32,51,475,207,47,156,0,8,171,169
Jamaica,Royal Navy,Light Cruiser,Rare,Level 120,/w/images/e/e9/JamaicaChibi.png,3636,Light,182,67,157,269,100,32,329,0,9,170,123
Yuugure,Sakura Empire,Destroyer,Rare,Level 100,/w/images/2/2c/YuugureChibi.png,1350,Light,171,32,51,435,187,44,126,0,8,171,169
Z36,Ironblood,Destroyer,Elite,Level 120,/w/images/9/9e/Z36Chibi.png,2092,Light,209,36,82,437,159,43,178,0,9,186,200
Yuugure,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/2/2c/YuugureChibi.png,261,Light,72,32,11,92,72,44,27,0,2,66,46
Jamaica,Royal Navy,Light Cruiser,Rare,Level 100,/w/images/e/e9/JamaicaChibi.png,3232,Light,158,67,137,235,76,32,291,0,9,152,109
Kuroshio,Sakura Empire,Destroyer,Rare,Level 120,/w/images/8/89/KuroshioChibi.png,2083,Light,201,34,65,512,191,42,150,0,8,184,189
Cleveland (Muse),Eagle Union,Light Cruiser,Elite,Level 120,/w/images/b/bd/Cleveland_%28Muse%29Chibi.png,3837,Light,189,71,162,0,96,32,323,0,10,163,100
Kuroshio,Sakura Empire,Destroyer,Rare,Level 100,/w/images/8/89/KuroshioChibi.png,1736,Light,175,34,56,466,185,42,130,0,8,175,169
Jamaica,Royal Navy,Light Cruiser,Rare,Base Stats,/w/images/e/e9/JamaicaChibi.png,625,Light,67,67,29,50,29,32,62,0,2,58,30
Kuroshio,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/8/89/KuroshioChibi.png,336,Light,74,34,12,99,71,42,28,0,2,67,46
Z36,Ironblood,Destroyer,Elite,Level 100,/w/images/9/9e/Z36Chibi.png,1758,Light,182,36,72,395,153,43,155,0,9,177,180
Oyashio,Sakura Empire,Destroyer,Rare,Level 120,/w/images/c/cb/OyashioChibi.png,2083,Light,201,34,65,512,191,42,150,0,8,184,189
Montpelier,Eagle Union,Light Cruiser,Super Rare,Level 120,/w/images/1/18/MontpelierChibi.png,4361,Light,193,72,170,0,92,32,333,0,11,163,104
Oyashio,Sakura Empire,Destroyer,Rare,Level 100,/w/images/c/cb/OyashioChibi.png,1736,Light,175,34,56,466,185,42,130,0,8,175,169
Sovetskaya Rossiya,North Union,Battleship,Super Rare,Level 120,/w/images/d/db/Sovetskaya_RossiyaChibi.png,8324,Heavy,139,46,428,0,35,28,248,0,15,59,0
Oyashio,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/c/cb/OyashioChibi.png,336,Light,74,34,12,99,71,42,28,0,2,67,46
Montpelier,Eagle Union,Light Cruiser,Super Rare,Level 100,/w/images/1/18/MontpelierChibi.png,3929,Light,168,72,148,0,77,32,295,0,11,146,91
Yuubari,Sakura Empire,Light Cruiser,Elite,Level 120 Retrofit,/w/images/c/c7/YuubariChibi.png,2342,Light,202,53,161,286,105,35,332,0,8,160,84
Z36,Ironblood,Destroyer,Elite,Base Stats,/w/images/9/9e/Z36Chibi.png,340,Light,77,36,15,84,59,43,33,0,2,68,49
Yuubari,Sakura Empire,Light Cruiser,Elite,Level 120,/w/images/c/c7/YuubariChibi.png,2177,Light,182,53,131,276,105,35,307,0,8,140,84
Montpelier,Eagle Union,Light Cruiser,Super Rare,Base Stats,/w/images/1/18/MontpelierChibi.png,760,Light,71,72,31,0,30,32,63,0,3,56,25
Yuubari,Sakura Empire,Light Cruiser,Elite,Level 100 Retrofit,/w/images/c/c7/YuubariChibi.png,2075,Light,179,53,144,251,80,35,295,0,8,145,73
Cleveland (Muse),Eagle Union,Light Cruiser,Elite,Level 100,/w/images/b/bd/Cleveland_%28Muse%29Chibi.png,3456,Light,164,71,141,0,77,32,285,0,10,146,88
Yuubari,Sakura Empire,Light Cruiser,Elite,Level 100,/w/images/c/c7/YuubariChibi.png,1910,Light,159,53,114,241,80,35,270,0,8,125,73
Denver,Eagle Union,Light Cruiser,Elite,Level 120,/w/images/5/50/DenverChibi.png,4307,Light,185,69,157,0,92,32,321,0,10,161,100
Yuubari,Sakura Empire,Light Cruiser,Elite,Base Stats,/w/images/c/c7/YuubariChibi.png,369,Light,67,53,24,51,31,35,58,0,2,48,20
Echo,Royal Navy,Destroyer,Rare,Level 120,/w/images/9/9e/EchoChibi.png,1400,Light,193,65,73,360,209,42,152,0,8,178,207
Nagara,Sakura Empire,Light Cruiser,Normal,Level 120,/w/images/c/cd/NagaraChibi.png,2891,Light,173,36,140,279,105,36,278,0,8,145,84
Denver,Eagle Union,Light Cruiser,Elite,Level 100,/w/images/5/50/DenverChibi.png,3880,Light,161,69,137,0,77,32,283,0,10,143,88
Nagara,Sakura Empire,Light Cruiser,Normal,Level 100,/w/images/c/cd/NagaraChibi.png,2547,Light,150,36,122,244,80,36,243,0,8,129,73
Tone,Sakura Empire,Heavy Cruiser,Unreleased,Level 120,/w/images/7/7d/ToneChibi.png,,,,,,,,,,,,,
Nagara,Sakura Empire,Light Cruiser,Normal,Base Stats,/w/images/c/cd/NagaraChibi.png,493,Light,64,36,26,52,31,36,52,0,2,50,20
Denver,Eagle Union,Light Cruiser,Elite,Base Stats,/w/images/5/50/DenverChibi.png,751,Light,68,69,29,0,30,32,61,0,3,55,24
Isuzu,Sakura Empire,Light Cruiser,Rare,Level 120,/w/images/5/55/IsuzuChibi.png,3214,Light,176,33,120,220,100,36,343,0,9,145,99
Echo,Royal Navy,Destroyer,Rare,Level 100,/w/images/9/9e/EchoChibi.png,1167,Light,168,65,63,320,203,42,132,0,8,169,187
Isuzu,Sakura Empire,Light Cruiser,Rare,Level 100,/w/images/5/55/IsuzuChibi.png,2844,Light,153,33,104,191,76,36,304,0,9,129,87
Asashio,Sakura Empire,Destroyer,Rare,Level 120,/w/images/e/e6/AsashioChibi.png,1937,Light,196,32,62,508,191,42,149,0,8,182,189
Isuzu,Sakura Empire,Light Cruiser,Rare,Base Stats,/w/images/5/55/IsuzuChibi.png,550,Light,65,33,22,41,29,36,65,0,2,50,24
Cleveland (Muse),Eagle Union,Light Cruiser,Elite,Base Stats,/w/images/b/bd/Cleveland_%28Muse%29Chibi.png,669,Light,69,71,30,0,30,32,61,0,3,56,24
Kinu,Sakura Empire,Light Cruiser,Elite,Level 120 Retrofit,/w/images/7/7a/KinuChibi.png,3126,Light,186,52,158,354,105,36,319,0,10,150,123
Asashio,Sakura Empire,Destroyer,Rare,Level 100,/w/images/e/e6/AsashioChibi.png,1614,Light,171,32,54,461,185,42,130,0,8,174,170
Kinu,Sakura Empire,Light Cruiser,Elite,Level 120,/w/images/7/7a/KinuChibi.png,2886,Light,181,52,148,289,105,36,304,0,10,145,123
Echo,Royal Navy,Destroyer,Rare,Base Stats,/w/images/9/9e/EchoChibi.png,226,Light,71,65,14,68,78,42,28,0,2,65,51
Kinu,Sakura Empire,Light Cruiser,Elite,Level 100 Retrofit,/w/images/7/7a/KinuChibi.png,2794,Light,162,52,139,319,80,36,282,0,10,134,109
Asashio,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/e/e6/AsashioChibi.png,312,Light,72,32,12,98,71,42,28,0,2,67,46
Kinu,Sakura Empire,Light Cruiser,Elite,Level 100,/w/images/7/7a/KinuChibi.png,2554,Light,157,52,129,254,80,36,267,0,10,129,109
Sovetskaya Rossiya,North Union,Battleship,Super Rare,Level 100,/w/images/d/db/Sovetskaya_RossiyaChibi.png,7145,Heavy,121,46,386,0,20,28,216,0,15,50,0
Kinu,Sakura Empire,Light Cruiser,Elite,Base Stats,/w/images/7/7a/KinuChibi.png,494,Light,66,52,27,54,31,36,57,0,3,50,30
Ooshio,Sakura Empire,Destroyer,Rare,Level 120,/w/images/e/ed/OoshioChibi.png,1937,Light,196,40,62,509,191,42,150,0,8,183,171
Abukuma,Sakura Empire,Light Cruiser,Normal,Level 120 Retrofit,/w/images/0/08/AbukumaChibi.png,3131,Light,178,43,160,344,105,36,278,0,8,145,92
Lena,Eagle Union,Light Cruiser,Elite,Level 120,/w/images/4/45/LenaChibi.png,3246,Light,185,33,167,0,91,32,316,0,10,172,107
Abukuma,Sakura Empire,Light Cruiser,Normal,Level 120,/w/images/0/08/AbukumaChibi.png,2891,Light,173,43,140,279,105,36,278,0,8,145,92
Ooshio,Sakura Empire,Destroyer,Rare,Level 100,/w/images/e/ed/OoshioChibi.png,1614,Light,171,40,54,463,185,42,130,0,8,174,153
Abukuma,Sakura Empire,Light Cruiser,Normal,Level 100 Retrofit,/w/images/0/08/AbukumaChibi.png,2787,Light,155,43,142,309,80,36,243,0,8,129,81
Sheffield (Muse),Royal Navy,Light Cruiser,Elite,Level 120,/w/images/5/57/Sheffield_%28Muse%29Chibi.png,3559,Light,182,78,153,295,100,32,351,0,10,160,87
Abukuma,Sakura Empire,Light Cruiser,Normal,Level 100,/w/images/0/08/AbukumaChibi.png,2547,Light,150,43,122,244,80,36,243,0,8,129,81
Ooshio,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/e/ed/OoshioChibi.png,312,Light,72,40,12,98,71,42,28,0,2,67,42
Abukuma,Sakura Empire,Light Cruiser,Normal,Base Stats,/w/images/0/08/AbukumaChibi.png,493,Light,64,43,26,52,31,36,52,0,2,50,22
Lena,Eagle Union,Light Cruiser,Elite,Level 100,/w/images/4/45/LenaChibi.png,2885,Light,161,33,145,0,73,32,279,0,10,153,94
Mogami,Sakura Empire,Light Cruiser,Elite,Level 120 Retrofit,/w/images/8/80/MogamiChibi.png,4623,Medium,188,14,264,202,80,28,233,0,11,129,0
Michishio,Sakura Empire,Destroyer,Rare,Level 120,/w/images/0/01/MichishioChibi.png,1964,Light,196,48,62,509,191,42,150,0,8,184,189
Mogami,Sakura Empire,Light Cruiser,Elite,Level 120,/w/images/8/80/MogamiChibi.png,4015,Medium,189,14,201,185,82,29,186,0,11,149,45
Pola,Sardegna Empire,Heavy Cruiser,Unreleased,Level 120,,,,,,,,,,,,,,
Mogami,Sakura Empire,Light Cruiser,Elite,Level 100 Retrofit,/w/images/8/80/MogamiChibi.png,4141,Medium,164,14,234,177,34,28,208,0,11,115,0
Michishio,Sakura Empire,Destroyer,Rare,Level 100,/w/images/0/01/MichishioChibi.png,1636,Light,171,48,54,463,185,42,131,0,8,175,170
Mogami,Sakura Empire,Light Cruiser,Elite,Level 100,/w/images/8/80/MogamiChibi.png,3547,Medium,164,14,175,161,36,29,162,0,11,133,39
Lena,Eagle Union,Light Cruiser,Elite,Base Stats,/w/images/4/45/LenaChibi.png,558,Light,68,33,31,0,28,32,60,0,3,59,26
Mogami,Sakura Empire,Light Cruiser,Elite,Base Stats,/w/images/8/80/MogamiChibi.png,686,Medium,69,14,37,34,14,29,35,0,3,51,11
Michishio,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/0/01/MichishioChibi.png,317,Light,72,48,12,98,71,42,28,0,2,67,46
Mikuma,Sakura Empire,Light Cruiser,Elite,Level 120,/w/images/4/4a/MikumaChibi.png,4015,Medium,189,13,201,187,82,29,186,0,11,149,45
Sheffield (Muse),Royal Navy,Light Cruiser,Elite,Level 100,/w/images/5/57/Sheffield_%28Muse%29Chibi.png,3177,Light,159,78,133,259,76,32,311,0,10,143,76
Mikuma,Sakura Empire,Light Cruiser,Elite,Level 100,/w/images/4/4a/MikumaChibi.png,3547,Medium,164,13,175,163,36,29,162,0,11,133,39
Arashio,Sakura Empire,Destroyer,Rare,Level 120,/w/images/3/34/ArashioChibi.png,1937,Light,196,32,62,509,191,42,149,0,8,183,187
Mikuma,Sakura Empire,Light Cruiser,Elite,Base Stats,/w/images/4/4a/MikumaChibi.png,686,Medium,69,13,37,35,14,29,35,0,3,51,11
Clevelad,Eagle Union,Light Cruiser,Elite,Level 120,/w/images/4/4f/CleveladChibi.png,3601,Light,181,71,162,0,94,32,323,0,10,158,100
